"","TempMaxima","TempMinima","Insolacao","Evaporacao.Piche"
"4746",34.4,23.8,8.9,1.9
"4747",30.5,23.8,3.4,2.1
"4748",30.5,23,3.4,2.1
"4749",35,23,9.6,1.9
"4750",35,22.7,9.6,1.9
"4751",29.8,22.7,1.7,4.1
"4752",29.8,21.4,1.7,4.1
"4753",24.9,21.4,0.4,1.4
"4754",24.9,20.8,0.4,1.4
"4755",29.1,20.8,10.2,1.1
"4756",29.1,18.2,10.2,1.1
"4757",30.4,18.2,7.9,2.5
"4758",30.4,18.7,7.9,2.5
"4759",32.6,18.7,7.8,1.8
"4760",32.6,23,7.8,1.8
"4761",31.3,23,9.6,2.5
"4762",31.3,21.6,9.6,2.5
"4763",30.5,21.6,5.8,1.6
"4764",30.5,23,5.8,1.6
"4765",28.8,23,6.4,1.6
"4766",28.8,21.9,6.4,1.6
"4767",23.5,21.9,0.7,2.1
"4768",23.5,19.4,0.7,2.1
"4769",27.8,19.4,6.6,0.4
"4770",27.8,20.2,6.6,0.4
"4771",23.8,20.2,1.3,1.6
"4772",23.8,19.8,1.3,1.6
"4773",26.7,19.8,2.9,0.8
"4774",26.7,19.2,2.9,0.8
"4775",27,19.2,3.1,1.6
"4776",27,20.5,3.1,1.6
"4777",30.2,20.5,10.2,0.7
"4778",30.2,20,10.2,0.7
"4779",33.2,20,9.6,1.8
"4780",33.2,20.8,9.6,1.8
"4781",27.1,20.8,1.8,2.5
"4782",27.1,22.7,1.8,2.5
"4783",27.6,22.7,1.1,1.1
"4784",27.6,21.4,1.1,1.1
"4785",30.6,21.4,3.3,1.3
"4786",30.6,22,3.3,1.3
"4787",34.8,22,8.8,1.4
"4788",34.8,20.4,8.8,1.4
"4789",33.6,20.4,8.7,2.2
"4790",33.6,23,8.7,2.2
"4791",33.5,23,5.3,1.8
"4792",33.5,23.3,5.3,1.8
"4793",35,23.3,8.8,2
"4794",35,23.8,8.8,2
"4795",31,23.8,6.6,2.9
"4796",31,23,6.6,2.9
"4797",25.2,23,0.2,1.3
"4798",25.2,22.2,0.2,1.3
"4799",31.7,22.2,5.7,1.2
"4800",31.7,22.4,5.7,1.2
"4801",26.2,22.4,1.5,1.9
"4802",26.2,22,1.5,1.9
"4803",28.5,22,8.3,0.8
"4804",28.5,20.8,8.3,0.8
"4805",28,20.8,9.5,2.5
"4806",28,16.7,9.5,2.5
"4807",27.2,16.7,9.1,1.9
"4808",27.2,18.3,9.1,1.9
"4809",28.6,18.3,2.1,3.2
"4810",28.6,21.2,2.1,3.2
"4811",26,21.2,4.9,1.5
"4812",26,19,4.9,1.5
"4813",25,19,7.4,1.5
"4814",25,18.6,7.4,1.5
"4815",27.8,18.6,9.4,1.7
"4816",27.8,13.2,9.4,1.7
"4817",30.7,13.2,2.3,1.9
"4818",30.7,16,2.3,1.9
"4819",24.6,16,1,3.1
"4820",24.6,19,1,3.1
"4821",25.8,19,9.2,1.5
"4822",25.8,18.8,9.2,1.5
"4823",29.4,18.8,6.2,2.5
"4824",29.4,18.2,6.2,2.5
"4825",29.8,18.2,6.5,1.8
"4826",29.8,20,6.5,1.8
"4827",28.8,20,7.3,1.7
"4828",28.8,21,7.3,1.7
"4829",30.9,21,7.6,1.7
"4830",30.9,19.4,7.6,1.7
"4831",30.6,19.4,8.2,1.7
"4832",30.6,19,8.2,1.7
"4833",31.8,19,8.8,1.6
"4834",31.8,19.1,8.8,1.6
"4835",31.6,19.1,8.6,2.4
"4836",31.6,19.6,8.6,2.4
"4837",33,19.6,8.2,2.6
"4838",33,20.6,8.2,2.6
"4839",32.4,20.6,6.5,2.4
"4840",32.4,22.2,6.5,2.4
"4841",32,22.2,8.8,3
"4842",32,18.9,8.8,3
"4843",27.4,18.9,0,2.2
"4844",27.4,21.2,0,2.2
"4845",23.3,21.2,0.1,1.2
"4846",23.3,21,0.1,1.2
"4847",22.3,21,0,0.3
"4848",22.3,14.9,0,0.3
"4849",20.1,14.9,8.3,1
"4850",20.1,10,8.3,1
"4851",22,10,8.2,1.4
"4852",22,9.9,8.2,1.4
"4853",25.8,9.9,8.6,1.4
"4854",25.8,13,8.6,1.4
"4855",27.2,13,8.6,1.7
"4856",27.2,14.7,8.6,1.7
"4857",27.4,14.7,6.1,1.8
"4858",27.4,13.8,6.1,1.8
"4859",23.1,13.8,0,2.4
"4860",23.1,19.7,0,2.4
"4861",24.5,19.7,4.6,0.6
"4862",24.5,19.9,4.6,0.6
"4863",28.8,19.9,6.1,2
"4864",28.8,17.3,6.1,2
"4865",29.4,17.3,7.5,2.3
"4866",29.4,19.1,7.5,2.3
"4867",29.6,19.1,4.9,2.1
"4868",29.6,20.1,4.9,2.1
"4869",20,20.1,0,2
"4870",20,13.8,0,2
"4871",16.5,13.8,6.9,1.6
"4872",16.5,10.3,6.9,1.6
"4873",15.5,10.3,2.5,2.6
"4874",15.5,7,2.5,2.6
"4875",20.9,7,5.6,0.7
"4876",20.9,11.5,5.6,0.7
"4877",23.2,11.5,3.2,1.7
"4878",23.2,15.2,3.2,1.7
"4879",21,15.2,5.7,1.3
"4880",21,13.5,5.7,1.3
"4881",14.2,13.5,0.4,1.4
"4882",14.2,9.2,0.4,1.4
"4883",19.6,9.2,0.9,0.2
"4884",19.6,12.7,0.9,0.2
"4885",23.7,12.7,7.6,0.4
"4886",23.7,12.4,7.6,0.4
"4887",17.8,12.4,0,1.3
"4888",17.8,15.5,0,1.3
"4889",17.9,15.5,7.2,0.6
"4890",17.9,11.6,7.2,0.6
"4891",17.8,11.6,2.6,2.3
"4892",17.8,12.4,2.6,2.3
"4893",19,12.4,7.5,1
"4894",19,6.6,7.5,1
"4895",24.4,6.6,4.4,1.2
"4896",24.4,11.3,4.4,1.2
"4897",24.4,11.3,1.8,1.5
"4898",24.4,17,1.8,1.5
"4899",20.3,17,0,1.4
"4900",20.3,16,0,1.4
"4901",16.8,16,3.6,0.4
"4902",16.8,11.4,3.6,0.4
"4903",15.2,11.4,0.3,1.7
"4904",15.2,7.6,0.3,1.7
"4905",17.3,7.6,7.6,1.1
"4906",17.3,5.2,7.6,1.1
"4907",19.8,5.2,7.7,1
"4908",19.8,6.4,7.7,1
"4909",18.4,6.4,4.4,1.1
"4910",18.4,8.5,4.4,1.1
"4911",15.2,8.5,5.2,1
"4912",15.2,9.4,5.2,1
"4913",10,9.4,5.3,2.3
"4914",10,3.4,5.3,2.3
"4915",14.2,3.4,1.3,1.3
"4916",14.2,8,1.3,1.3
"4917",20.5,8,7.7,0.5
"4918",20.5,4.7,7.7,0.5
"4919",16.4,4.7,0,1.2
"4920",16.4,12.7,0,1.2
"4921",16.2,12.7,7.5,0.6
"4922",16.2,8,7.5,0.6
"4923",17.6,8,7.9,1.9
"4924",17.6,7.8,7.9,1.9
"4925",19.5,7.8,7.7,2.2
"4926",19.5,6.6,7.7,2.2
"4927",20,6.6,7.6,1.9
"4928",20,6.7,7.6,1.9
"4929",22.8,6.7,7.3,1.7
"4930",22.8,7,7.3,1.7
"4931",19.1,7,7.1,1.5
"4932",19.1,9.8,7.1,1.5
"4933",16.8,9.8,2.3,0.5
"4934",16.8,9.8,2.3,0.5
"4935",18.6,9.8,0,0.7
"4936",18.6,14.4,0,0.7
"4937",19.6,14.4,0,0.1
"4938",19.6,14.9,0,0.1
"4939",20.6,14.9,0,0.2
"4940",20.6,15.6,0,0.2
"4941",22.2,15.6,0.6,0.4
"4942",22.2,16.7,0.6,0.4
"4943",19,16.7,0.5,0.6
"4944",19,16.5,0.5,0.6
"4945",20.2,16.5,0,0.3
"4946",20.2,15.4,0,0.3
"4947",18.5,15.4,0,0.2
"4948",18.5,13.8,0,0.2
"4949",13.8,13.8,8,1.1
"4950",13.8,7.4,8,1.1
"4951",15.6,7.4,2.6,1.2
"4952",15.6,6.6,2.6,1.2
"4953",17.2,6.6,6.7,0.8
"4954",17.2,10.1,6.7,0.8
"4955",21.8,10.1,3.1,1
"4956",21.8,11.2,3.1,1
"4957",29.5,11.2,5.9,1
"4958",29.5,16.9,5.9,1
"4959",27.8,16.9,4.2,2.2
"4960",27.8,19.8,4.2,2.2
"4961",28,19.8,6.2,11.9
"4962",28,15.6,6.2,11.9
"4963",23.4,15.6,0,3.9
"4964",23.4,16.2,0,3.9
"4965",16.2,16.2,4.7,1.5
"4966",16.2,9.2,4.7,1.5
"4967",12.6,9.2,0.3,2
"4968",12.6,3.8,0.3,2
"4969",12.1,3.8,0,1.2
"4970",12.1,8.8,0,1.2
"4971",13.6,8.8,0,1
"4972",13.6,11,0,1
"4973",15.4,11,1.9,0.2
"4974",15.4,10.5,1.9,0.2
"4975",16.4,10.5,4.2,0.4
"4976",16.4,8.2,4.2,0.4
"4977",13.8,8.2,2.4,0.6
"4978",13.8,9.6,2.4,0.6
"4979",15.5,9.6,6.3,0.8
"4980",15.5,9.2,6.3,0.8
"4981",18,9.2,7.7,0.8
"4982",18,6,7.7,0.8
"4983",18.6,6,4,1
"4984",18.6,8.8,4,1
"4985",27.8,8.8,5.5,0.5
"4986",27.8,12.2,5.5,0.5
"4987",28.8,12.2,3.4,2.7
"4988",28.8,15.8,3.4,2.7
"4989",28,15.8,2.6,4.6
"4990",28,19.9,2.6,4.6
"4991",22.4,19.9,0,3.4
"4992",22.4,13.8,0,3.4
"4993",15.3,13.8,0,0.6
"4994",15.3,12.2,0,0.6
"4995",15.2,12.2,0,0
"4996",15.2,13,0,0
"4997",14.3,13,0,0.1
"4998",14.3,9.1,0,0.1
"4999",10.4,9.1,7.4,0.6
"5000",10.4,5.2,7.4,0.6
"5001",12,5.2,4.3,1.2
"5002",12,0.4,4.3,1.2
"5003",17.8,0.4,2.6,0.9
"5004",17.8,9.4,2.6,0.9
"5005",16,9.4,0.5,0.3
"5006",16,11.9,0.5,0.3
"5007",14.8,11.9,7.7,1.2
"5008",14.8,7.6,7.7,1.2
"5009",16.6,7.6,7,1.6
"5010",16.6,3.8,7,1.6
"5011",15.8,3.8,2.5,0.7
"5012",15.8,7.7,2.5,0.7
"5013",15.7,7.7,1.8,0.3
"5014",15.7,9.5,1.8,0.3
"5015",18.8,9.5,7.5,0.5
"5016",18.8,7.6,7.5,0.5
"5017",21,7.6,7.2,1.5
"5018",21,7.8,7.2,1.5
"5019",20.5,7.8,5.5,2.5
"5020",20.5,8,5.5,2.5
"5021",18.6,8,0,0.8
"5022",18.6,13.6,0,0.8
"5023",17.2,13.6,7.5,0.8
"5024",17.2,7.2,7.5,0.8
"5025",17.6,7.2,7.5,2.3
"5026",17.6,3,7.5,2.3
"5027",15,3,6.2,2.4
"5028",15,8.3,6.2,2.4
"5029",15.8,8.3,7.5,2.4
"5030",15.8,6,7.5,2.4
"5031",17.6,6,7.3,2
"5032",17.6,5.5,7.3,2
"5033",11.5,5.5,7.9,1.8
"5034",11.5,5.4,7.9,1.8
"5035",14.5,5.4,5,1.2
"5036",14.5,1.9,5,1.2
"5037",18.7,1.9,6.7,0.8
"5038",18.7,6.3,6.7,0.8
"5039",21.8,6.3,8,1.3
"5040",21.8,7.2,8,1.3
"5041",23.9,7.2,7.8,1.4
"5042",23.9,7.7,7.8,1.4
"5043",17.1,7.7,0,1.7
"5044",17.1,11.3,0,1.7
"5045",18.5,11.3,0.1,0.2
"5046",18.5,10.6,0.1,0.2
"5047",16.5,10.6,0,0.5
"5048",16.5,9,0,0.5
"5049",13.5,9,2.9,0.5
"5050",13.5,5,2.9,0.5
"5051",23,5,3.5,2
"5052",23,9.8,3.5,2
"5053",15.9,9.8,7.7,1
"5054",15.9,9.8,7.7,1
"5055",20.6,9.8,8.2,1.7
"5056",20.6,4.1,8.2,1.7
"5057",27.2,4.1,6.7,1.7
"5058",27.2,12.6,6.7,1.7
"5059",24.8,12.6,0.1,2.1
"5060",24.8,12.5,0.1,2.1
"5061",15.2,12.5,8.7,1.8
"5062",15.2,6.4,8.7,1.8
"5063",20.4,6.4,7.9,1.7
"5064",20.4,7.5,7.9,1.7
"5065",28.6,7.5,4.5,1.2
"5066",28.6,11.2,4.5,1.2
"5067",29.5,11.2,2.8,2.3
"5068",29.5,17.4,2.8,2.3
"5069",32.4,17.4,7.3,3.7
"5070",32.4,17.4,7.3,3.7
"5071",17.3,17.4,0,4.3
"5072",17.3,12.6,0,4.3
"5073",13.4,12.6,0,0.5
"5074",13.4,10.6,0,0.5
"5075",13.8,10.6,0,0.5
"5076",13.8,10.8,0,0.5
"5077",22.7,10.8,6.3,0.2
"5078",22.7,12,6.3,0.2
"5079",15.2,12,2.4,1.5
"5080",15.2,10,2.4,1.5
"5081",13.4,10,2.1,1.3
"5082",13.4,5.4,2.1,1.3
"5083",21.6,5.4,8.1,0.7
"5084",21.6,6.6,8.1,0.7
"5085",31,6.6,7.2,1.4
"5086",31,13.5,7.2,1.4
"5087",22.2,13.5,0,2.5
"5088",22.2,12.6,0,2.5
"5089",14.5,12.6,0,0.6
"5090",14.5,12.4,0,0.6
"5091",16.2,12.4,0,0.1
"5092",16.2,14.4,0,0.1
"5093",14.7,14.4,5.1,0.9
"5094",14.7,10.8,5.1,0.9
"5095",17.6,10.8,5.8,1.5
"5096",17.6,5.7,5.8,1.5
"5097",18.3,5.7,8.5,3
"5098",18.3,5,8.5,3
"5099",19.4,5,4.8,0.4
"5100",19.4,10.7,4.8,0.4
"5101",21.4,10.7,1.3,1.7
"5102",21.4,13.7,1.3,1.7
"5103",19.2,13.7,0.2,0.9
"5104",19.2,12.6,0.2,0.9
"5105",19,12.6,0,0.5
"5106",19,15.8,0,0.5
"5107",26,15.8,9.1,0.7
"5108",26,14.7,9.1,0.7
"5109",32.6,14.7,7.1,1
"5110",32.6,15.7,7.1,1
"5111",33.6,15.7,8.1,2.6
"5112",33.6,19.2,8.1,2.6
"5113",25.8,19.2,0.4,3
"5114",25.8,16.8,0.4,3
"5115",29.8,16.8,2.3,2.2
"5116",29.8,17.5,2.3,2.2
"5117",33,17.5,8.8,1.4
"5118",33,16.3,8.8,1.4
"5119",33.8,16.3,9,2.6
"5120",33.8,16.7,9,2.6
"5121",32.8,16.7,5.3,3.2
"5122",32.8,15.9,5.3,3.2
"5123",32.2,15.9,8.8,3.4
"5124",32.2,16.2,8.8,3.4
"5125",30,16.2,5.3,3
"5126",30,20.1,5.3,3
"5127",29.2,20.1,6.3,1.7
"5128",29.2,17.4,6.3,1.7
"5129",30.7,17.4,6.6,2.5
"5130",30.7,16.6,6.6,2.5
"5131",25.2,16.6,1.5,2.8
"5132",25.2,16.9,1.5,2.8
"5133",23,16.9,0.8,2
"5134",23,17.9,0.8,2
"5135",20.6,17.9,3.1,0.4
"5136",20.6,15.9,3.1,0.4
"5137",18.5,15.9,0,2.7
"5138",18.5,15.8,0,2.7
"5139",23.5,15.8,9.4,0.3
"5140",23.5,16.3,9.4,0.3
"5141",18.4,16.3,0,2.3
"5142",18.4,14.6,0,2.3
"5143",18.8,14.6,0,0.3
"5144",18.8,15.7,0,0.3
"5145",19.4,15.7,0,0.3
"5146",19.4,16.6,0,0.3
"5147",21.3,16.6,0,0.1
"5148",21.3,15.6,0,0.1
"5149",17,15.6,10.3,1.2
"5150",17,9.6,10.3,1.2
"5151",17.8,9.6,6.8,3.6
"5152",17.8,10,6.8,3.6
"5153",21.2,10,5.2,1.6
"5154",21.2,10,5.2,1.6
"5155",23.7,10,3.8,1.8
"5156",23.7,15.2,3.8,1.8
"5157",24.4,15.2,9.1,1.2
"5158",24.4,16.6,9.1,1.2
"5159",24.8,16.6,8,1.8
"5160",24.8,12.2,8,1.8
"5161",23.9,12.2,10.2,2.4
"5162",23.9,13.8,10.2,2.4
"5163",26.7,13.8,10.2,2.6
"5164",26.7,14.9,10.2,2.6
"5165",28.2,14.9,9.9,3.3
"5166",28.2,14.6,9.9,3.3
"5167",29.4,14.6,1,2.5
"5168",29.4,17.4,1,2.5
"5169",22,17.4,0,2.2
"5170",22,19,0,2.2
"5171",27.8,19,0,0.7
"5172",27.8,18.1,0,0.7
"5173",27.8,18.1,2,1.2
"5174",27.8,17.9,2,1.2
"5175",21.8,17.9,0,1.4
"5176",21.8,16.7,0,1.4
"5177",19.4,16.7,0,0.6
"5178",19.4,17,0,0.6
"5179",31,17,6.9,0.6
"5180",31,18.4,6.9,0.6
"5181",25.6,18.4,0.4,2.3
"5182",25.6,20.1,0.4,2.3
"5183",21.4,20.1,0,0.7
"5184",21.4,16.8,0,0.7
"5185",24,16.8,0.1,1.1
"5186",24,17.6,0.1,1.1
"5187",23.5,17.6,7.1,1.7
"5188",23.5,15.8,7.1,1.7
"5189",21.5,15.8,4.9,1.7
"5190",21.5,11.8,4.9,1.7
"5191",22.2,11.8,1.4,1.7
"5192",22.2,16.8,1.4,1.7
"5193",21.9,16.8,0.7,1
"5194",21.9,17.8,0.7,1
"5195",23.7,17.8,6.4,0.4
"5196",23.7,16.2,6.4,0.4
"5197",26.6,16.2,10.5,1.4
"5198",26.6,15.4,10.5,1.4
"5199",29.6,15.4,9.4,1.8
"5200",29.6,17.8,9.4,1.8
"5201",32,17.8,7,2.8
"5202",32,17.8,7,2.8
"5203",26.4,17.8,2.3,1
"5204",26.4,17.6,2.3,1
"5205",25.7,17.6,11.7,2
"5206",25.7,12.2,11.7,2
"5207",23.4,12.2,3.4,3.5
"5208",23.4,16.3,3.4,3.5
"5209",26.3,16.3,11.6,2.5
"5210",26.3,15.8,11.6,2.5
"5211",31.4,15.8,10.8,3.2
"5212",31.4,16.5,10.8,3.2
"5213",31.8,16.5,10,3.3
"5214",31.8,21.6,10,3.3
"5215",28.8,21.6,2.1,2.7
"5216",28.8,19.3,2.1,2.7
"5217",29,19.3,8,1.7
"5218",29,17.8,8,1.7
"5219",22.8,17.8,0,1.8
"5220",22.8,20,0,1.8
"5221",24.3,20,0.3,0.4
"5222",24.3,18.1,0.3,0.4
"5223",30.8,18.1,6.8,0.8
"5224",30.8,19.5,6.8,0.8
"5225",25.2,19.5,0,1.6
"5226",25.2,16.2,0,1.6
"5227",21.1,16.2,0.7,0.8
"5228",21.1,14.7,0.7,0.8
"5229",24.8,14.7,11.8,1.2
"5230",24.8,14,11.8,1.2
"5231",23.2,14,8.8,3.5
"5232",23.2,15.1,8.8,3.5
"5233",23.1,15.1,11.7,2.9
"5234",23.1,9.4,11.7,2.9
"5235",25.8,9.4,9.3,1.7
"5236",25.8,12,9.3,1.7
"5237",31.7,12,11.7,1.9
"5238",31.7,14.3,11.7,1.9
"5239",35,14.3,10.4,2.4
"5240",35,17.8,10.4,2.4
"5241",29.2,17.8,0.2,2.8
"5242",29.2,23,0.2,2.8
"5243",25.5,23,2.6,1.9
"5244",25.5,16.7,2.6,1.9
"5245",22.8,16.7,11.5,0.8
"5246",22.8,15,11.5,0.8
"5247",22.3,15,10.1,1.8
"5248",22.3,11,10.1,1.8
"5249",30,11,12.3,2.5
"5250",30,11.6,12.3,2.5
"5251",24,11.6,0.8,0.6
"5252",24,17.7,0.8,0.6
"5253",20.6,17.7,12.2,4.4
"5254",20.6,10,12.2,4.4
"5255",26.9,10,11.9,2
"5256",26.9,12,11.9,2
"5257",31,12,9.5,3
"5258",31,16.1,9.5,3
"5259",24.4,16.1,0.3,2.5
"5260",24.4,19.2,0.3,2.5
"5261",28,19.2,6.7,0.4
"5262",28,19.2,6.7,0.4
"5263",31.5,19.2,8.2,1.2
"5264",31.5,18.1,8.2,1.2
"5265",27.6,18.1,12,2.9
"5266",27.6,15.2,12,2.9
"5267",29.2,15.2,12,2.2
"5268",29.2,16.2,12,2.2
"5269",33,16.2,9.1,3.3
"5270",33,17.2,9.1,3.3
"5271",23.6,17.2,0,3.1
"5272",23.6,16.6,0,3.1
"5273",20.8,16.6,0,0.7
"5274",20.8,15.1,0,0.7
"5275",27.2,15.1,11.7,1.4
"5276",27.2,16.1,11.7,1.4
"5277",27.6,16.1,12.2,2.4
"5278",27.6,14.4,12.2,2.4
"5279",26.6,14.4,12.1,2.4
"5280",26.6,14,12.1,2.4
"5281",27.5,14,12.7,2.6
"5282",27.5,14.3,12.7,2.6
"5283",27.2,14.3,12.4,2.7
"5284",27.2,15.2,12.4,2.7
"5285",28.1,15.2,12.2,2.8
"5286",28.1,16.7,12.2,2.8
"5287",30.4,16.7,10.4,2.8
"5288",30.4,16.8,10.4,2.8
"5289",29.6,16.8,7.9,2.5
"5290",29.6,19,7.9,2.5
"5291",34.6,19,11.2,2.5
"5292",34.6,20.5,11.2,2.5
"5293",27.8,20.5,1,2.5
"5294",27.8,19.9,1,2.5
"5295",26.4,19.9,6.3,1.7
"5296",26.4,19.1,6.3,1.7
"5297",29.8,19.1,12,2.1
"5298",29.8,15,12,2.1
"5299",32.5,15,12.5,5.2
"5300",32.5,17.8,12.5,5.2
"5301",29.6,17.8,12.6,3.7
"5302",29.6,21.1,12.6,3.7
"5303",35.4,21.1,7.4,3.4
"5304",35.4,19.5,7.4,3.4
"5305",23.9,19.5,0.1,2.4
"5306",23.9,18.9,0.1,2.4
"5307",26.4,18.9,11.2,1.8
"5308",26.4,13.6,11.2,1.8
"5309",29.6,13.6,12.7,3
"5310",29.6,13.8,12.7,3
"5311",32.3,13.8,12.5,3.5
"5312",32.3,17.5,12.5,3.5
"5313",32,17.5,11.7,3.4
"5314",32,16.6,11.7,3.4
"5315",25,16.6,1.2,3.1
"5316",25,19.8,1.2,3.1
"5317",27.2,19.8,11.3,1.8
"5318",27.2,17.5,11.3,1.8
"5319",31.2,17.5,6.7,3.2
"5320",31.2,16.9,6.7,3.2
"5321",29,16.9,11.2,2.3
"5322",29,20,11.2,2.3
"5323",29.6,20,11.2,2.4
"5324",29.6,18.7,11.2,2.4
"5325",32.4,18.7,11.7,3
"5326",32.4,18.7,11.7,3
"5327",34.3,18.7,8.4,5.3
"5328",34.3,19.5,8.4,5.3
"5329",34.4,19.5,11.2,4
"5330",34.4,21.3,11.2,4
"5331",35,21.3,9.6,3.5
"5332",35,20.9,9.6,3.5
"5333",29.6,20.9,1.8,2.8
"5334",29.6,20.6,1.8,2.8
"5335",34.6,20.6,11.7,2.2
"5336",34.6,21.6,11.7,2.2
"5337",31.9,21.6,3.9,1.5
"5338",31.9,23.8,3.9,1.5
"5339",32.8,23.8,6.5,4
"5340",32.8,23.7,6.5,4
"5341",30.2,23.7,0.8,2.6
"5342",30.2,21.4,0.8,2.6
"5343",28.9,21.4,1.8,0.9
"5344",28.9,20.9,1.8,0.9
"5345",32.5,20.9,12.4,1.9
"5346",32.5,22.2,12.4,1.9
"5347",33.6,22.2,11.6,2.6
"5348",33.6,22,11.6,2.6
"5349",34.2,22,11.3,2.9
"5350",34.2,23.1,11.3,2.9
"5351",35.7,23.1,9.4,3.5
"5352",35.7,22.6,9.4,3.5
"5353",31.7,22.6,12,3.2
"5354",31.7,23.9,12,3.2
"5355",30.2,23.9,7.4,2.2
"5356",30.2,22.3,7.4,2.2
"5357",30,22.3,11.4,1.9
"5358",30,20.2,11.4,1.9
"5359",32.1,20.2,10.8,3.3
"5360",32.1,16.9,10.8,3.3
"5361",34.6,16.9,11.9,2.8
"5362",34.6,19,11.9,2.8
"5363",35.3,19,12,4.2
"5364",35.3,19.3,12,4.2
"5365",37.5,19.3,12.3,4.8
"5366",37.5,21.4,12.3,4.8
"5367",29,21.4,2,4.2
"5368",29,20.4,2,4.2
"5369",27.7,20.4,9,2.5
"5370",27.7,18.5,9,2.5
"5371",28.7,18.5,12.1,2.3
"5372",28.7,19.1,12.1,2.3
"5373",31.2,19.1,11.7,3.1
"5374",31.2,20.4,11.7,3.1
"5375",33.4,20.4,11.5,2.5
"5376",33.4,22,11.5,2.5
"5377",32.8,22,2.6,3.2
"5378",32.8,24,2.6,3.2
"5379",27.4,24,3.6,2.7
"5380",27.4,20.3,3.6,2.7
"5381",30.2,20.3,6.3,2
"5382",30.2,19.3,6.3,2
"5383",24.7,19.3,1.4,2.8
"5384",24.7,21.2,1.4,2.8
"5385",27.2,21.2,10.8,1.2
"5386",27.2,18.2,10.8,1.2
"5387",27.8,18.2,11.7,2.8
"5388",27.8,15.5,11.7,2.8
"5389",28.7,15.5,12.4,3.6
"5390",28.7,16.4,12.4,3.6
"5391",28.6,16.4,9.6,3.8
"5392",28.6,18.5,9.6,3.8
"5393",31.2,18.5,11.7,4
"5394",31.2,18.9,11.7,4
"5395",30.2,18.9,12.2,3.7
"5396",30.2,19.9,12.2,3.7
"5397",28.6,19.9,11.6,3.9
"5398",28.6,20.1,11.6,3.9
"5399",30,20.1,9.1,4
"5400",30,20.9,9.1,4
"5401",30.2,20.9,8.7,3.9
"5402",30.2,19.2,8.7,3.9
"5403",31.2,19.2,2.8,3.1
"5404",31.2,20,2.8,3.1
"5405",25,20,0.1,2.4
"5406",25,19,0.1,2.4
"5407",23.8,19,0,0.7
"5408",23.8,19.1,0,0.7
"5409",26.4,19.1,1.8,0.7
"5410",26.4,19.4,1.8,0.7
"5411",26.5,19.4,2.1,1.6
"5412",26.5,20.1,2.1,1.6
"5413",25.2,20.1,7.3,0.4
"5414",25.2,19,7.3,0.4
"5415",27.8,19,11.9,2.2
"5416",27.8,14.4,11.9,2.2
"5417",32.4,14.4,11.9,2.8
"5418",32.4,15.2,11.9,2.8
"5419",32.7,15.2,11.9,3.2
"5420",32.7,20.7,11.9,3.2
"5421",34.4,20.7,11.9,4.3
"5422",34.4,19,11.9,4.3
"5423",34,19,10.9,3.8
"5424",34,20.3,10.9,3.8
"5425",31.8,20.3,7.9,3.6
"5426",31.8,20.7,7.9,3.6
"5427",30.8,20.7,6.8,2.7
"5428",30.8,21.8,6.8,2.7
"5429",22.4,21.8,0,0.9
"5430",22.4,20,0,0.9
"5431",26,20,3.4,0.7
"5432",26,19,3.4,0.7
"5433",28.4,19,11.5,1
"5434",28.4,17.4,11.5,1
"5435",31.5,17.4,10.1,2.5
"5436",31.5,19.3,10.1,2.5
"5437",32,19.3,10.2,2.1
"5438",32,19.7,10.2,2.1
"5439",28.8,19.7,3.1,2
"5440",28.8,22.8,3.1,2
"5441",31.4,22.8,9.9,1.4
"5442",31.4,19.8,9.9,1.4
"5443",30,19.8,10.8,1.9
"5444",30,19.9,10.8,1.9
"5445",29.4,19.9,9.7,2.3
"5446",29.4,21.4,9.7,2.3
"5447",29.8,21.4,6.6,2.4
"5448",29.8,21.7,6.6,2.4
"5449",31.2,21.7,9.8,1.5
"5450",31.2,20.1,9.8,1.5
"5451",30.6,20.1,8,2.6
"5452",30.6,17.7,8,2.6
"5453",30,17.7,9.1,2.6
"5454",30,20.7,9.1,2.6
"5455",30.2,20.7,11,2.1
"5456",30.2,20.1,11,2.1
"5457",30.4,20.1,10.7,3
"5458",30.4,21.8,10.7,3
"5459",30.7,21.8,11,2.9
"5460",30.7,22,11,2.9
"5461",32.2,22,9.4,2.8
"5462",32.2,22.2,9.4,2.8
"5463",31.4,22.2,2.6,3.7
"5464",31.4,23.4,2.6,3.7
"5465",24.5,23.4,0.2,3.8
"5466",24.5,21.1,0.2,3.8
"5467",29,21.1,4,0.8
"5468",29,20.2,4,0.8
"5469",29.8,20.2,5.8,1.2
"5470",29.8,19.9,5.8,1.2
"5471",29.6,19.9,8.6,1.9
"5472",29.6,21.1,8.6,1.9
"5473",28.8,21.1,9.5,2.2
"5474",28.8,21.4,9.5,2.2
"5475",29,21.4,9.8,2.8
"5476",29,21.8,9.8,2.8
"5477",30.6,21.8,10.2,2.6
"5478",30.6,19,10.2,2.6
"5479",31.4,19,10,3.8
"5480",31.4,19.2,10,3.8
"5481",33.5,19.2,10.2,3.3
"5482",33.5,20.1,10.2,3.3
"5483",34.7,20.1,8.6,2.3
"5484",34.7,21.5,8.6,2.3
"5485",30.2,21.5,1.2,2.6
"5486",30.2,22.5,1.2,2.6
"5487",25.6,22.5,0.2,1.4
"5488",25.6,21.2,0.2,1.4
